,timestamp_ns,obs_wind_avg_ms
11826,1667784600000000000,
11827,1667784900000000000,
11828,1667785200000000000,
11829,1667785500000000000,
11830,1667785800000000000,
11831,1667786100000000000,
11832,1667786400000000000,
11833,1667786700000000000,
11834,1667787000000000000,
11835,1667787300000000000,
11836,1667787600000000000,
11837,1667787900000000000,
11838,1667788200000000000,
11839,1667788500000000000,
11840,1667788800000000000,
11841,1667789100000000000,
11842,1667789400000000000,
11843,1667789700000000000,
11844,1667790000000000000,
11845,1667790300000000000,
11846,1667790600000000000,
11847,1667790900000000000,
11848,1667791200000000000,
11849,1667791500000000000,
11850,1667791800000000000,
11851,1667792100000000000,
11852,1667792400000000000,
11853,1667792700000000000,
11854,1667793000000000000,
11855,1667793300000000000,
11856,1667793600000000000,
11857,1667793900000000000,
11858,1667794200000000000,
11859,1667794500000000000,
11860,1667794800000000000,
11861,1667795100000000000,
11862,1667795400000000000,
11863,1667795700000000000,
11864,1667796000000000000,
11865,1667796300000000000,
11866,1667796600000000000,
11867,1667796900000000000,
11868,1667797200000000000,
11869,1667797500000000000,
11870,1667797800000000000,
11871,1667798100000000000,
11872,1667798400000000000,
11873,1667798700000000000,
11874,1667799000000000000,
11875,1667799300000000000,
11876,1667799600000000000,
11877,1667799900000000000,
11878,1667800200000000000,
11879,1667800500000000000,
11880,1667800800000000000,
11881,1667801100000000000,
11882,1667801400000000000,
11883,1667801700000000000,
11884,1667802000000000000,
11885,1667802300000000000,
11886,1667802600000000000,
11887,1667802900000000000,
11888,1667803200000000000,
11889,1667803500000000000,
11890,1667803800000000000,
11891,1667804100000000000,
11892,1667804400000000000,
11893,1667804700000000000,
11894,1667805000000000000,
11895,1667805300000000000,
11896,1667805600000000000,
11897,1667805900000000000,
11898,1667806200000000000,
11899,1667806500000000000,
11900,1667806800000000000,
11901,1667807100000000000,
11902,1667807400000000000,
11903,1667807700000000000,
11904,1667808000000000000,
11905,1667808300000000000,
11906,1667808600000000000,
11907,1667808900000000000,
11908,1667809200000000000,
11909,1667809500000000000,
11910,1667809800000000000,
11911,1667810100000000000,
11912,1667810400000000000,
11913,1667810700000000000,
11914,1667811000000000000,
11915,1667811300000000000,
11916,1667811600000000000,
11917,1667811900000000000,
11918,1667812200000000000,
11919,1667812500000000000,
11920,1667812800000000000,
11921,1667813100000000000,
11922,1667813400000000000,
11923,1667813700000000000,
11924,1667814000000000000,
11925,1667814300000000000,
11926,1667814600000000000,
11927,1667814900000000000,
11928,1667815200000000000,
11929,1667815500000000000,
11930,1667815800000000000,
11931,1667816100000000000,
11932,1667816400000000000,
11933,1667816700000000000,
11934,1667817000000000000,
11935,1667817300000000000,
11936,1667817600000000000,
11937,1667817900000000000,
11938,1667818200000000000,
11939,1667818500000000000,
11940,1667818800000000000,
11941,1667819100000000000,
11942,1667819400000000000,
11943,1667819700000000000,
11944,1667820000000000000,
11945,1667820300000000000,
11946,1667820600000000000,
11947,1667820900000000000,
11948,1667821200000000000,
11949,1667821500000000000,
11950,1667821800000000000,
11951,1667822100000000000,
11952,1667822400000000000,
11953,1667822700000000000,
11954,1667823000000000000,
11955,1667823300000000000,
11956,1667823600000000000,
11957,1667823900000000000,
11958,1667824200000000000,
11959,1667824500000000000,
11960,1667824800000000000,
11961,1667825100000000000,
11962,1667825400000000000,
11963,1667825700000000000,
11964,1667826000000000000,
11965,1667826300000000000,
11966,1667826600000000000,
11967,1667826900000000000,
11968,1667827200000000000,
11969,1667827500000000000,
11970,1667827800000000000,
11971,1667828100000000000,
11972,1667828400000000000,
11973,1667828700000000000,
11974,1667829000000000000,
11975,1667829300000000000,
11976,1667829600000000000,
11977,1667829900000000000,
11978,1667830200000000000,
11979,1667830500000000000,
11980,1667830800000000000,
11981,1667831100000000000,
11982,1667831400000000000,
11983,1667831700000000000,
11984,1667832000000000000,
11985,1667832300000000000,
11986,1667832600000000000,
11987,1667832900000000000,
11988,1667833200000000000,
11989,1667833500000000000,
11990,1667833800000000000,
11991,1667834100000000000,
11992,1667834400000000000,
11993,1667834700000000000,
11994,1667835000000000000,
11995,1667835300000000000,
11996,1667835600000000000,
11997,1667835900000000000,
11998,1667836200000000000,
11999,1667836500000000000,
12000,1667836800000000000,
12001,1667837100000000000,
12002,1667837400000000000,
12003,1667837700000000000,
12004,1667838000000000000,
12005,1667838300000000000,
12006,1667838600000000000,
12007,1667838900000000000,
12008,1667839200000000000,
12009,1667839500000000000,
12010,1667839800000000000,
12011,1667840100000000000,
12012,1667840400000000000,
12013,1667840700000000000,
12014,1667841000000000000,
12015,1667841300000000000,
12016,1667841600000000000,
12017,1667841900000000000,
12018,1667842200000000000,
12019,1667842500000000000,
12020,1667842800000000000,
12021,1667843100000000000,
12022,1667843400000000000,
12023,1667843700000000000,
12024,1667844000000000000,
12025,1667844300000000000,
12026,1667844600000000000,
12027,1667844900000000000,
12028,1667845200000000000,
12029,1667845500000000000,
12030,1667845800000000000,
12031,1667846100000000000,
12032,1667846400000000000,
12033,1667846700000000000,
12034,1667847000000000000,
12035,1667847300000000000,
12036,1667847600000000000,
12037,1667847900000000000,
12038,1667848200000000000,
12039,1667848500000000000,
12040,1667848800000000000,
12041,1667849100000000000,
12042,1667849400000000000,
12043,1667849700000000000,
12044,1667850000000000000,
12045,1667850300000000000,
12046,1667850600000000000,
12047,1667850900000000000,
12048,1667851200000000000,
12049,1667851500000000000,
12050,1667851800000000000,
12051,1667852100000000000,
12052,1667852400000000000,
12053,1667852700000000000,
12054,1667853000000000000,
12055,1667853300000000000,
12056,1667853600000000000,
12057,1667853900000000000,
12058,1667854200000000000,
12059,1667854500000000000,
12060,1667854800000000000,
12061,1667855100000000000,
12062,1667855400000000000,
12063,1667855700000000000,
12064,1667856000000000000,
12065,1667856300000000000,
12066,1667856600000000000,
12067,1667856900000000000,
12068,1667857200000000000,
12069,1667857500000000000,
12070,1667857800000000000,
12071,1667858100000000000,
12072,1667858400000000000,
12073,1667858700000000000,
12074,1667859000000000000,
12075,1667859300000000000,
12076,1667859600000000000,
12077,1667859900000000000,
12078,1667860200000000000,
12079,1667860500000000000,
12080,1667860800000000000,
12081,1667861100000000000,
12082,1667861400000000000,
12083,1667861700000000000,
12084,1667862000000000000,
12085,1667862300000000000,
12086,1667862600000000000,
12087,1667862900000000000,
12088,1667863200000000000,
12089,1667863500000000000,
12090,1667863800000000000,
12091,1667864100000000000,
12092,1667864400000000000,
12093,1667864700000000000,
12094,1667865000000000000,
12095,1667865300000000000,
12096,1667865600000000000,
12097,1667865900000000000,
12098,1667866200000000000,
12099,1667866500000000000,
12100,1667866800000000000,
12101,1667867100000000000,
12102,1667867400000000000,
12103,1667867700000000000,
12104,1667868000000000000,
12105,1667868300000000000,
12106,1667868600000000000,
12107,1667868900000000000,
12108,1667869200000000000,
12109,1667869500000000000,
12110,1667869800000000000,
12111,1667870100000000000,
12112,1667870400000000000,
12113,1667870700000000000,
12114,1667871000000000000,
12115,1667871300000000000,
12116,1667871600000000000,
12117,1667871900000000000,
12118,1667872200000000000,
12119,1667872500000000000,
12120,1667872800000000000,
12121,1667873100000000000,
12122,1667873400000000000,
12123,1667873700000000000,
12124,1667874000000000000,
12125,1667874300000000000,
12126,1667874600000000000,
12127,1667874900000000000,
12128,1667875200000000000,
12129,1667875500000000000,
12130,1667875800000000000,
12131,1667876100000000000,
12132,1667876400000000000,
12133,1667876700000000000,
12134,1667877000000000000,
12135,1667877300000000000,
12136,1667877600000000000,
12137,1667877900000000000,
12138,1667878200000000000,
12139,1667878500000000000,
12140,1667878800000000000,
12141,1667879100000000000,
12142,1667879400000000000,
12143,1667879700000000000,
12144,1667880000000000000,
12145,1667880300000000000,
12146,1667880600000000000,
12147,1667880900000000000,
12148,1667881200000000000,
12149,1667881500000000000,
12150,1667881800000000000,
12151,1667882100000000000,
12152,1667882400000000000,
12153,1667882700000000000,
12154,1667883000000000000,
12155,1667883300000000000,
12156,1667883600000000000,
12157,1667883900000000000,
12158,1667884200000000000,
12159,1667884500000000000,
12160,1667884800000000000,
12161,1667885100000000000,
12162,1667885400000000000,
12163,1667885700000000000,
12164,1667886000000000000,
12165,1667886300000000000,
12166,1667886600000000000,
12167,1667886900000000000,
12168,1667887200000000000,
12169,1667887500000000000,
12170,1667887800000000000,
12171,1667888100000000000,
12172,1667888400000000000,
12173,1667888700000000000,
12174,1667889000000000000,
12175,1667889300000000000,
12176,1667889600000000000,
12177,1667889900000000000,
12178,1667890200000000000,
12179,1667890500000000000,
12180,1667890800000000000,
12181,1667891100000000000,
12182,1667891400000000000,
12183,1667891700000000000,
12184,1667892000000000000,
12185,1667892300000000000,
12186,1667892600000000000,
12187,1667892900000000000,
12188,1667893200000000000,
12189,1667893500000000000,
12190,1667893800000000000,
12191,1667894100000000000,
12192,1667894400000000000,
12193,1667894700000000000,
12194,1667895000000000000,
12195,1667895300000000000,
12196,1667895600000000000,
12197,1667895900000000000,
12198,1667896200000000000,
12199,1667896500000000000,
12200,1667896800000000000,
12201,1667897100000000000,
12202,1667897400000000000,
12203,1667897700000000000,
12204,1667898000000000000,
12205,1667898300000000000,
12206,1667898600000000000,
12207,1667898900000000000,
12208,1667899200000000000,
12209,1667899500000000000,
12210,1667899800000000000,
12211,1667900100000000000,
12212,1667900400000000000,
12213,1667900700000000000,
12214,1667901000000000000,
12215,1667901300000000000,
12216,1667901600000000000,
12217,1667901900000000000,
12218,1667902200000000000,
12219,1667902500000000000,
12220,1667902800000000000,
12221,1667903100000000000,
12222,1667903400000000000,
12223,1667903700000000000,
12224,1667904000000000000,
12225,1667904300000000000,
12226,1667904600000000000,
12227,1667904900000000000,
12228,1667905200000000000,
12229,1667905500000000000,
12230,1667905800000000000,
12231,1667906100000000000,
12232,1667906400000000000,
12233,1667906700000000000,
12234,1667907000000000000,
12235,1667907300000000000,
12236,1667907600000000000,
12237,1667907900000000000,
12238,1667908200000000000,
12239,1667908500000000000,
12240,1667908800000000000,
12241,1667909100000000000,18.05698361502075
12242,1667909400000000000,17.812622764081954
12243,1667909700000000000,17.568261913143157
12244,1667910000000000000,17.32390106220436
12245,1667910300000000000,17.079540211265563
12246,1667910600000000000,16.835179360326766
12247,1667910900000000000,16.59081850938797
12248,1667911200000000000,16.34645765844917
12249,1667911500000000000,16.102096807510378
12250,1667911800000000000,15.85773595657158
12251,1667912100000000000,15.613375105632782
12252,1667912400000000000,15.369014254693985
12253,1667912700000000000,15.124653403755188
12254,1667913000000000000,15.008903552816392
12255,1667913300000000000,14.893153701877594
12256,1667913600000000000,14.777403850938798
12257,1667913900000000000,14.661654
12258,1667914200000000000,14.545904149061203
12259,1667914500000000000,14.430154298122407
12260,1667914800000000000,14.314404447183609
12261,1667915100000000000,14.198654596244813
12262,1667915400000000000,14.082904745306015
12263,1667915700000000000,13.967154894367217
12264,1667916000000000000,13.851405043428421
12265,1667916300000000000,13.735655192489624
12266,1667916600000000000,13.585609025822958
12267,1667916900000000000,13.435562859156292
12268,1667917200000000000,13.285516692489624
12269,1667917500000000000,13.135470525822956
12270,1667917800000000000,12.985424359156292
12271,1667918100000000000,12.835378192489625
12272,1667918400000000000,12.685332025822957
12273,1667918700000000000,12.535285859156291
12274,1667919000000000000,12.385239692489625
12275,1667919300000000000,12.235193525822957
12276,1667919600000000000,12.085147359156291
12277,1667919900000000000,11.935101192489624
12278,1667920200000000000,12.380952561033885
12279,1667920500000000000,12.826803929578144
12280,1667920800000000000,13.272655298122407
12281,1667921100000000000,13.718506666666668
12282,1667921400000000000,14.164358035210928
12283,1667921700000000000,14.610209403755189
12284,1667922000000000000,15.056060772299448
12285,1667922300000000000,15.501912140843709
12286,1667922600000000000,15.94776350938797
12287,1667922900000000000,16.39361487793223
12288,1667923200000000000,16.83946624647649
12289,1667923500000000000,17.28531761502075
12290,1667923800000000000,17.199577030122757
12291,1667924100000000000,17.113836445224763
12292,1667924400000000000,17.02809586032677
12293,1667924700000000000,16.942355275428774
12294,1667925000000000000,16.856614690530776
12295,1667925300000000000,16.77087410563278
12296,1667925600000000000,16.685133520734787
12297,1667925900000000000,16.599392935836793
12298,1667926200000000000,16.5136523509388
12299,1667926500000000000,16.427911766040804
12300,1667926800000000000,16.342171181142806
12301,1667927100000000000,16.25643059624481
12302,1667927400000000000,16.350745280516943
12303,1667927700000000000,16.445059964789074
12304,1667928000000000000,16.5393746490612
12305,1667928300000000000,16.633689333333336
12306,1667928600000000000,16.728004017605464
12307,1667928900000000000,16.822318701877595
12308,1667929200000000000,16.916633386149726
12309,1667929500000000000,17.010948070421854
12310,1667929800000000000,17.105262754693985
12311,1667930100000000000,17.199577438966116
12312,1667930400000000000,17.293892123238244
12313,1667930700000000000,17.388206807510375
12314,1667931000000000000,17.165281123238245
12315,1667931300000000000,16.942355438966118
12316,1667931600000000000,16.719429754693984
12317,1667931900000000000,16.496504070421853
12318,1667932200000000000,16.273578386149723
12319,1667932500000000000,16.050652701877596
12320,1667932800000000000,15.827727017605465
12321,1667933100000000000,15.604801333333333
12322,1667933400000000000,15.381875649061204
12323,1667933700000000000,15.158949964789073
12324,1667934000000000000,14.936024280516945
12325,1667934300000000000,14.713098596244812
12326,1667934600000000000,14.704524496870677
12327,1667934900000000000,14.69595039749654
12328,1667935200000000000,14.687376298122407
12329,1667935500000000000,14.678802198748272
12330,1667935800000000000,14.670228099374135
12331,1667936100000000000,14.661654
12332,1667936400000000000,14.653079900625865
12333,1667936700000000000,14.644505801251729
12334,1667937000000000000,14.635931701877594
12335,1667937300000000000,14.62735760250346
12336,1667937600000000000,14.618783503129324
12337,1667937900000000000,14.610209403755189
12338,1667938200000000000,14.481598403755187
12339,1667938500000000000,14.352987403755188
12340,1667938800000000000,14.224376403755189
12341,1667939100000000000,14.095765403755188
12342,1667939400000000000,13.967154403755188
12343,1667939700000000000,13.838543403755189
12344,1667940000000000000,13.709932403755188
12345,1667940300000000000,13.581321403755188
12346,1667940600000000000,13.452710403755189
12347,1667940900000000000,13.324099403755188
12348,1667941200000000000,13.195488403755189
12349,1667941500000000000,13.06687740375519
12350,1667941800000000000,13.135469953442257
12351,1667942100000000000,13.204062503129324
12352,1667942400000000000,13.272655052816392
12353,1667942700000000000,13.34124760250346
12354,1667943000000000000,13.409840152190526
12355,1667943300000000000,13.478432701877594
12356,1667943600000000000,13.547025251564662
12357,1667943900000000000,13.615617801251728
12358,1667944200000000000,13.684210350938796
12359,1667944500000000000,13.752802900625866
12360,1667944800000000000,13.821395450312933
12361,1667945100000000000,13.889988
12362,1667945400000000000,13.628478950312932
12363,1667945700000000000,13.366969900625866
12364,1667946000000000000,13.105460850938798
12365,1667946300000000000,12.843951801251729
12366,1667946600000000000,12.582442751564663
12367,1667946900000000000,12.320933701877594
12368,1667947200000000000,12.059424652190526
12369,1667947500000000000,11.79791560250346
12370,1667947800000000000,11.536406552816391
12371,1667948100000000000,11.274897503129324
12372,1667948400000000000,11.013388453442257
12373,1667948700000000000,10.751879403755188
12374,1667949000000000000,10.721870219483058
12375,1667949300000000000,10.691861035210927
12376,1667949600000000000,10.661851850938797
12377,1667949900000000000,10.631842666666667
12378,1667950200000000000,10.601833482394536
12379,1667950500000000000,10.571824298122406
12380,1667950800000000000,10.541815113850276
12381,1667951100000000000,10.511805929578145
12382,1667951400000000000,10.481796745306015
12383,1667951700000000000,10.451787561033886
12384,1667952000000000000,10.421778376761754
12385,1667952300000000000,10.391769192489624
12386,1667952600000000000,10.486083876761754
12387,1667952900000000000,10.580398561033885
12388,1667953200000000000,10.674713245306016
12389,1667953500000000000,10.769027929578145
12390,1667953800000000000,10.863342613850277
12391,1667954100000000000,10.957657298122406
12392,1667954400000000000,11.051971982394535
12393,1667954700000000000,11.146286666666667
12394,1667955000000000000,11.240601350938798
12395,1667955300000000000,11.334916035210927
12396,1667955600000000000,11.429230719483058
12397,1667955900000000000,11.523545403755188
12398,1667956200000000000,11.399221453442257
12399,1667956500000000000,11.274897503129322
12400,1667956800000000000,11.150573552816391
12401,1667957100000000000,11.026249602503459
12402,1667957400000000000,10.901925652190526
12403,1667957700000000000,10.777601701877595
12404,1667958000000000000,10.653277751564662
12405,1667958300000000000,10.52895380125173
12406,1667958600000000000,10.404629850938797
12407,1667958900000000000,10.280305900625866
12408,1667959200000000000,10.155981950312931
12409,1667959500000000000,10.031658
12410,1667959800000000000,10.036334781476802
12411,1667960100000000000,10.041011562953601
12412,1667960400000000000,10.045688344430404
12413,1667960700000000000,10.050365125907206
12414,1667961000000000000,10.055041907384005
12415,1667961300000000000,10.059718688860807
12416,1667961600000000000,10.064395470337606
12417,1667961900000000000,10.06907225181441
12418,1667962200000000000,10.073749033291211
12419,1667962500000000000,10.07842581476801
12420,1667962800000000000,10.083102596244812
12421,1667963100000000000,10.29679470422598
12422,1667963400000000000,10.51048681220715
12423,1667963700000000000,10.724178920188317
12424,1667964000000000000,10.937871028169486
12425,1667964300000000000,11.151563136150655
12426,1667964600000000000,11.365255244131824
12427,1667964900000000000,11.578947352112989
12428,1667965200000000000,11.792639460094158
12429,1667965500000000000,12.006331568075327
12430,1667965800000000000,12.220023676056496
12431,1667966100000000000,12.433715784037663
12432,1667966400000000000,12.647407892018832
12433,1667966700000000000,12.8611
12434,1667967000000000000,12.565294716353733
12435,1667967300000000000,12.26948943270747
12436,1667967600000000000,11.973684149061203
12437,1667967900000000000,11.677878865414938
12438,1667968200000000000,11.382073581768672
12439,1667968500000000000,11.086268298122405
12440,1667968800000000000,10.790463014476142
12441,1667969100000000000,10.494657730829875
12442,1667969400000000000,10.19885244718361
12443,1667969700000000000,9.903047163537344
12444,1667970000000000000,9.60724187989108
12445,1667970300000000000,9.311436596244812
12446,1667970600000000000,9.435760546557743
12447,1667970900000000000,9.560084496870678
12448,1667971200000000000,9.684408447183609
12449,1667971500000000000,9.808732397496541
12450,1667971800000000000,9.933056347809474
12451,1667972100000000000,10.057380298122407
12452,1667972400000000000,10.181704248435338
12453,1667972700000000000,10.30602819874827
12454,1667973000000000000,10.430352149061203
12455,1667973300000000000,10.554676099374134
12456,1667973600000000000,10.679000049687069
12457,1667973900000000000,10.803324
12458,1667974200000000000,10.580398274843533
12459,1667974500000000000,10.357472549687069
12460,1667974800000000000,10.134546824530602
12461,1667975100000000000,9.911621099374136
12462,1667975400000000000,9.68869537421767
12463,1667975700000000000,9.465769649061203
12464,1667976000000000000,9.242843923904736
12465,1667976300000000000,9.019918198748272
12466,1667976600000000000,8.796992473591805
12467,1667976900000000000,8.574066748435339
12468,1667977200000000000,8.35114102327887
12469,1667977500000000000,8.128215298122406
12470,1667977800000000000,8.372576189945539
12471,1667978100000000000,8.616937081768672
12472,1667978400000000000,8.861297973591805
12473,1667978700000000000,9.105658865414936
12474,1667979000000000000,9.350019757238071
12475,1667979300000000000,9.594380649061204
12476,1667979600000000000,9.838741540884335
12477,1667979900000000000,10.08310243270747
12478,1667980200000000000,10.327463324530601
12479,1667980500000000000,10.571824216353734
12480,1667980800000000000,10.816185108176866
12481,1667981100000000000,11.060546
12482,1667981400000000000,11.017675666666667
12483,1667981700000000000,10.974805333333332
12484,1667982000000000000,10.931935000000001
12485,1667982300000000000,10.889064666666668
12486,1667982600000000000,10.846194333333333
12487,1667982900000000000,10.803324
12488,1667983200000000000,10.760453666666667
12489,1667983500000000000,10.717583333333334
12490,1667983800000000000,10.674713
12491,1667984100000000000,10.631842666666667
12492,1667984400000000000,10.588972333333333
12493,1667984700000000000,10.546102
12494,1667985000000000000,10.438926166666668
12495,1667985300000000000,10.331750333333334
12496,1667985600000000000,10.224574500000001
12497,1667985900000000000,10.117398666666668
12498,1667986200000000000,10.010222833333334
12499,1667986500000000000,9.903047
12500,1667986800000000000,9.795871166666668
12501,1667987100000000000,9.688695333333333
12502,1667987400000000000,9.5815195
12503,1667987700000000000,9.474343666666668
12504,1667988000000000000,9.367167833333333
12505,1667988300000000000,9.259992
12506,1667988600000000000,9.268566099374135
12507,1667988900000000000,9.277140198748272
12508,1667989200000000000,9.285714298122405
12509,1667989500000000000,9.29428839749654
12510,1667989800000000000,9.302862496870677
12511,1667990100000000000,9.311436596244812
12512,1667990400000000000,9.320010695618947
12513,1667990700000000000,9.328584794993084
12514,1667991000000000000,9.337158894367219
12515,1667991300000000000,9.345732993741352
12516,1667991600000000000,9.354307093115489
12517,1667991900000000000,9.362881192489624
12518,1667992200000000000,9.474343993741353
12519,1667992500000000000,9.585806794993083
12520,1667992800000000000,9.697269596244812
12521,1667993100000000000,9.808732397496541
12522,1667993400000000000,9.92019519874827
12523,1667993700000000000,10.031658
12524,1667994000000000000,10.14312080125173
12525,1667994300000000000,10.254583602503459
12526,1667994600000000000,10.366046403755188
12527,1667994900000000000,10.477509205006918
12528,1667995200000000000,10.588972006258647
12529,1667995500000000000,10.700434807510376
12530,1667995800000000000,10.610407172925314
12531,1667996100000000000,10.52037953834025
12532,1667996400000000000,10.430351903755188
12533,1667996700000000000,10.340324269170125
12534,1667997000000000000,10.250296634585064
12535,1667997300000000000,10.160269
12536,1667997600000000000,10.070241365414937
12537,1667997900000000000,9.980213730829876
12538,1667998200000000000,9.890186096244813
12539,1667998500000000000,9.800158461659748
12540,1667998800000000000,9.710130827074687
12541,1667999100000000000,9.620103192489625
12542,1667999400000000000,9.61152909311549
12543,1667999700000000000,9.602954993741353
12544,1668000000000000000,9.594380894367218
12545,1668000300000000000,9.585806794993083
12546,1668000600000000000,9.577232695618948
12547,1668000900000000000,9.568658596244813
12548,1668001200000000000,9.560084496870678
12549,1668001500000000000,9.551510397496541
12550,1668001800000000000,9.542936298122406
12551,1668002100000000000,9.534362198748271
12552,1668002400000000000,9.525788099374134
12553,1668002700000000000,9.517214000000001
12554,1668003000000000000,9.551510233959199
12555,1668003300000000000,9.585806467918395
12556,1668003600000000000,9.620102701877594
12557,1668003900000000000,9.654398935836792
12558,1668004200000000000,9.68869516979599
12559,1668004500000000000,9.722991403755188
12560,1668004800000000000,9.757287637714386
12561,1668005100000000000,9.791583871673584
12562,1668005400000000000,9.825880105632782
12563,1668005700000000000,9.86017633959198
12564,1668006000000000000,9.894472573551178
12565,1668006300000000000,9.928768807510377
12566,1668006600000000000,9.87303740688451
12567,1668006900000000000,9.817306006258647
12568,1668007200000000000,9.761574605632783
12569,1668007500000000000,9.705843205006916
12570,1668007800000000000,9.650111804381053
12571,1668008100000000000,9.594380403755189
12572,1668008400000000000,9.538649003129322
12573,1668008700000000000,9.48291760250346
12574,1668009000000000000,9.427186201877594
12575,1668009300000000000,9.37145480125173
12576,1668009600000000000,9.315723400625865
12577,1668009900000000000,9.259992
12578,1668010200000000000,9.191399450312932
12579,1668010500000000000,9.122806900625866
12580,1668010800000000000,9.054214350938798
12581,1668011100000000000,8.985621801251728
12582,1668011400000000000,8.917029251564662
12583,1668011700000000000,8.848436701877594
12584,1668012000000000000,8.779844152190526
12585,1668012300000000000,8.71125160250346
12586,1668012600000000000,8.642659052816391
12587,1668012900000000000,8.574066503129323
12588,1668013200000000000,8.505473953442257
12589,1668013500000000000,8.436881403755189
12590,1668013800000000000,8.458316570421855
12591,1668014100000000000,8.47975173708852
12592,1668014400000000000,8.501186903755189
12593,1668014700000000000,8.522622070421855
12594,1668015000000000000,8.544057237088522
12595,1668015300000000000,8.565492403755188
12596,1668015600000000000,8.586927570421855
12597,1668015900000000000,8.608362737088521
12598,1668016200000000000,8.629797903755188
12599,1668016500000000000,8.651233070421856
12600,1668016800000000000,8.672668237088521
12601,1668017100000000000,8.694103403755188
12602,1668017400000000000,8.586927570421855
12603,1668017700000000000,8.47975173708852
12604,1668018000000000000,8.372575903755187
12605,1668018300000000000,8.265400070421855
12606,1668018600000000000,8.158224237088522
12607,1668018900000000000,8.051048403755189
12608,1668019200000000000,7.9438725704218545
12609,1668019500000000000,7.836696737088522
12610,1668019800000000000,7.729520903755188
12611,1668020100000000000,7.622345070421854
12612,1668020400000000000,7.515169237088521
12613,1668020700000000000,7.407993403755188
12614,1668021000000000000,7.446576728285789
12615,1668021300000000000,7.485160052816391
12616,1668021600000000000,7.523743377346992
12617,1668021900000000000,7.562326701877594
12618,1668022200000000000,7.6009100264081955
12619,1668022500000000000,7.639493350938797
12620,1668022800000000000,7.6780766754693985
12621,1668023100000000000,7.71666
12622,1668023400000000000,7.755243324530602
12623,1668023700000000000,7.793826649061203
12624,1668024000000000000,7.832409973591805
12625,1668024300000000000,7.870993298122406
12626,1668024600000000000,7.909576622653008
12627,1668024900000000000,7.948159947183609
12628,1668025200000000000,7.986743271714211
12629,1668025500000000000,8.025326596244811
12630,1668025800000000000,8.063909920775414
12631,1668026100000000000,8.102493245306015
12632,1668026400000000000,8.141076569836617
12633,1668026700000000000,8.179659894367218
12634,1668027000000000000,8.21824321889782
12635,1668027300000000000,8.25682654342842
12636,1668027600000000000,8.295409867959023
12637,1668027900000000000,8.333993192489624
12638,1668028200000000000,8.175372926448823
12639,1668028500000000000,8.01675266040802
12640,1668028800000000000,7.858132394367218
12641,1668029100000000000,7.6995121283264165
12642,1668029400000000000,7.540891862285614
12643,1668029700000000000,7.382271596244812
12644,1668030000000000000,7.22365133020401
12645,1668030300000000000,7.065031064163208
12646,1668030600000000000,6.9064107981224065
12647,1668030900000000000,6.747790532081604
12648,1668031200000000000,6.589170266040802
12649,1668031500000000000,6.43055
12650,1668031800000000000,6.619179450312933
12651,1668032100000000000,6.807808900625864
12652,1668032400000000000,6.9964383509387975
12653,1668032700000000000,7.18506780125173
12654,1668033000000000000,7.3736972515646615
12655,1668033300000000000,7.562326701877594
12656,1668033600000000000,7.7509561521905255
12657,1668033900000000000,7.939585602503459
12658,1668034200000000000,8.12821505281639
12659,1668034500000000000,8.316844503129323
12660,1668034800000000000,8.505473953442255
12661,1668035100000000000,8.694103403755188
12662,1668035400000000000,8.706964552816391
12663,1668035700000000000,8.719825701877594
12664,1668036000000000000,8.732686850938798
12665,1668036300000000000,8.745548
12666,1668036600000000000,8.758409149061203
12667,1668036900000000000,8.771270298122406
12668,1668037200000000000,8.78413144718361
12669,1668037500000000000,8.796992596244813
12670,1668037800000000000,8.809853745306015
12671,1668038100000000000,8.822714894367218
12672,1668038400000000000,8.835576043428421
12673,1668038700000000000,8.848437192489625
12674,1668039000000000000,8.715539142802555
12675,1668039300000000000,8.58264109311549
12676,1668039600000000000,8.449743043428422
12677,1668039900000000000,8.316844993741354
12678,1668040200000000000,8.183946944054286
12679,1668040500000000000,8.051048894367218
12680,1668040800000000000,7.9181508446801505
12681,1668041100000000000,7.785252794993083
12682,1668041400000000000,7.652354745306015
12683,1668041700000000000,7.519456695618947
12684,1668042000000000000,7.3865586459318795
12685,1668042300000000000,7.253660596244812
12686,1668042600000000000,7.313679046557745
12687,1668042900000000000,7.373697496870677
12688,1668043200000000000,7.433715947183609
12689,1668043500000000000,7.493734397496542
12690,1668043800000000000,7.5537528478094735
12691,1668044100000000000,7.613771298122407
12692,1668044400000000000,7.673789748435339
12693,1668044700000000000,7.733808198748271
12694,1668045000000000000,7.793826649061203
12695,1668045300000000000,7.853845099374136
12696,1668045600000000000,7.9138635496870675
12697,1668045900000000000,7.973882000000001
12698,1668046200000000000,8.030003199317239
12699,1668046500000000000,8.086124398634476
12700,1668046800000000000,8.142245597951716
12701,1668047100000000000,8.198366797268955
12702,1668047400000000000,8.254487996586194
12703,1668047700000000000,8.310609195903432
12704,1668048000000000000,8.36673039522067
12705,1668048300000000000,8.422851594537908
12706,1668048600000000000,8.478972793855148
12707,1668048900000000000,8.535093993172387
12708,1668049200000000000,8.591215192489624
12709,1668049500000000000,8.666403146624639
12710,1668049800000000000,8.741591100759653
12711,1668050100000000000,8.816779054894667
12712,1668050400000000000,8.891967009029683
12713,1668050700000000000,8.967154963164697
12714,1668051000000000000,9.042342917299711
12715,1668051300000000000,9.117530871434726
